Geneid,Chr,Start,End,Strand,Length,adult_PAR_01,adult_PAR_02,adult_PAR_03,adult_PAR_04,adult_SL_01,adult_SL_02,adult_SL_03,adult_SM_01,adult_SM_02,adult_SM_03,adult_SM_04,adult_SM_05,adult_SM_06
NR2C2,NC_000003.12,14947583,14947906,+,27284,1854,2278,1510,1936,2630,2838,1837,2224,1730,2325,2009,1556,1852
NR2C2AP,NC_000019.10,19201409,19202041,-,1290,56,71,70,79,70,76,59,68,75,77,95,39,79
NR2E1,NC_000006.12,108166022,108166790,+,3388,0,0,2,9,0,0,2,4,2,0,0,0,2
NR2E3,NC_000015.10,71810554,71810861,+,2804,43,20,27,31,36,61,25,32,12,29,36,34,62
NR2F1,NC_000005.10,93583222,93585486,+,3988,67,102,113,155,39,49,5,112,60,84,193,70,54
NR2F1-AS1,NC_000005.10,93409356,93411509,-,14509,53,92,53,64,112,61,21,98,85,56,145,114,63
NR2F2,NC_000015.10,96326046,96326352,+,5749,296,332,257,459,490,481,183,257,185,207,286,194,172
NR2F2-AS1,NC_000015.10,96127360,96127413,-,1837,35,50,30,54,82,73,21,36,32,42,33,38,8
NR2F6,NC_000019.10,17231883,17232626,-,2383,971,992,622,1054,1074,1317,991,928,922,840,957,709,976
NR3C1,NC_000005.10,143277931,143282041,-,10626,2402,2748,1805,1975,2084,2111,1404,1447,1426,1825,1955,1585,1276
NR3C2,NC_000004.12,148078764,148081499,-,7574,1791,1730,1431,1359,1070,1558,903,1624,1536,1576,1755,1346,1033
NR4A1,NC_000012.12,52022832,52022939,+,7890,5647,4146,2017,4003,4700,3495,4043,2211,3074,5471,2320,614,982
NR4A1AS,NC_000012.12,52058750,52059033,-,684,0,0,0,0,0,0,0,0,0,0,0,0,0
NR4A2,NC_000002.12,156324437,156326000,-,5642,531,585,475,745,1612,946,1244,285,396,2863,294,175,146
NR4A3,NC_000009.12,99821885,99822407,+,6642,456,503,171,415,446,180,197,114,201,3415,148,86,63
NR5A1,NC_000009.12,124481236,124483005,-,3074,0,2,2,0,0,0,0,0,0,0,0,0,0
NR5A2,NC_000001.11,200027710,200027911,+,9686,26,12,11,35,158,82,13,19,17,46,26,18,18
NR6A1,NC_000009.12,124517275,124522793,-,7192,149,119,145,114,68,77,84,159,119,147,94,60,122
NRAD1,NC_000013.11,44022335,44022668,+,2564,39,28,41,44,66,185,35,20,16,30,27,36,25
NRADDP,NC_000003.12,47011542,47011584,+,1012,10,33,4,8,10,14,4,2,11,9,6,17,20
NRAL,NC_000002.12,176506245,176506536,-,495,0,0,0,0,3,0,0,0,2,4,0,0,0
NRAP,NC_000010.11,113588714,113589079,-,5616,43,30,34,22,8,4,3,21,18,7,64,24,28
NRARP,NC_000009.12,137299631,137302271,-,2641,8,22,12,23,42,17,6,8,7,21,11,6,17
NRAS,NC_000001.11,114704469,114708050,-,4326,587,682,413,436,1004,817,618,562,478,811,631,548,534
NRAV,NC_000012.12,120490338,120492110,-,1897,95,79,88,151,88,105,89,142,90,112,103,67,111
NRBF2,NC_000010.11,63133328,63133500,+,1942,327,278,300,242,340,388,398,253,288,294,230,222,260
NRBP1,NC_000002.12,27427790,27428182,+,2911,970,1063,959,962,1006,911,734,848,765,893,874,542,671
NRBP2,NC_000008.11,143829776,143829858,-,5356,1207,1119,806,1031,691,1070,452,797,709,616,898,500,645
NRCAM,NC_000007.14,108147649,108150147,-,8623,350,281,497,402,155,24,12,61,44,53,80,178,242
NRDC,NC_000001.11,51789210,51789433,-,3856,1266,1494,1155,1269,1586,1506,961,1301,1352,1207,1272,1049,1255
NRDE2,NC_000014.9,90267860,90278461,-,14008,604,693,514,531,668,732,595,690,521,647,648,542,512
NREP,NC_000005.10,111728802,111731046,-,3883,509,809,589,733,510,388,330,403,140,414,328,142,266
NREP-AS1,NC_000005.10,111912508,111912720,+,610,1,0,0,0,5,2,0,4,0,3,0,3,0
NRF1,NC_000007.14,129611720,129611824,+,3679,262,305,240,265,331,328,221,298,228,207,249,207,229
NRG1,NC_000008.11,31639245,31639431,+,17736,195,139,110,235,209,421,540,106,56,54,105,115,65
NRG1-IT1,NC_000008.11,32025736,32025764,+,630,2,2,0,0,0,2,0,0,3,0,0,3,0
NRG1-IT3,NC_000008.11,32440746,32440781,+,505,2,0,0,0,0,2,0,0,0,0,0,0,0
NRG2,NC_000005.10,139846781,139848697,-,4492,246,225,244,280,428,538,337,489,865,619,660,400,557
NRG3,NC_000010.11,81875194,81876163,+,9824,8,84,16,148,720,848,745,310,352,197,253,120,92
NRG3-AS1,NC_000010.11,82229014,82229028,-,490,0,2,0,12,62,52,49,14,14,23,11,9,4
NRG4,NC_000015.10,75935393,75936310,-,5375,37,23,26,27,234,288,245,70,24,29,73,85,33
NRGN,NC_000011.10,124739942,124740099,+,1213,14,12,4,7,18,12,6,4,10,4,5,18,10
NRIP1,NC_000021.9,14961235,14968526,-,18449,1814,1818,1398,1462,1905,1665,1298,1356,1085,1531,1328,1119,1373
NRIP2,NC_000012.12,2825348,2827299,-,2757,297,359,313,359,304,371,245,314,246,310,356,251,252
NRIP3,NC_000011.10,8980576,8983560,-,4599,40,32,55,21,61,42,9,17,8,17,15,6,19
NRIP3-DT,NC_000011.10,9004088,9004543,+,3848,4,1,4,10,6,12,0,11,6,0,6,4,5
NRIR,NC_000002.12,6828554,6828955,-,832,2,22,18,28,0,9,0,20,5,22,14,10,4
NRK,NC_000023.11,105821786,105822057,+,8338,242,432,183,240,204,225,211,282,31,223,143,64,150
NRL,NC_000014.9,24078662,24081568,-,4489,4,0,0,2,6,4,2,0,2,0,2,0,2
NRL_1,NW_018654722.1,379640,382546,-,5585,0,0,0,0,0,0,0,0,0,0,0,0,1
NRM,NC_000006.12,30688049,30688942,-,2280,0,0,0,0,0,0,0,0,0,0,0,0,0
NRM_1,NT_167244.2,2017556,2018449,-,2280,0,0,0,0,0,0,0,0,0,0,0,0,0
NRM_2,NT_113891.3,2167793,2168686,-,2280,0,0,0,0,1,0,0,0,0,0,0,0,0
NRM_3,NT_167245.2,1943903,1944796,-,2280,0,0,0,0,0,0,0,0,0,0,0,0,0
NRM_4,NT_167246.2,1998302,1999195,-,2280,0,0,0,0,0,0,0,0,0,0,0,0,0
NRM_5,NT_167247.2,2032126,2033019,-,2280,0,0,0,0,0,0,0,0,0,0,0,0,0
NRM_6,NT_167248.2,1943163,1944056,-,2280,0,0,0,4,4,0,0,0,0,0,0,0,0
NRN1,NC_000006.12,5997999,5999204,-,2147,53,52,19,39,68,49,22,34,29,29,48,9,26
NRN1L,NC_000016.10,67884885,67884982,+,815,2,2,12,6,7,0,0,6,2,6,6,0,11
NRON,NC_000009.12,126407775,126410504,-,2730,22,34,24,44,19,17,12,39,33,12,21,15,30
NRP1,NC_000010.11,33177493,33180365,-,6070,1060,890,927,1172,3090,1384,608,752,698,775,811,686,713
NRP2,NC_000002.12,205682501,205683363,+,16433,173,154,145,246,1050,285,78,120,90,155,127,120,154
NRROS,NC_000003.12,196639694,196639875,+,2556,42,41,15,50,89,86,23,40,19,34,23,10,19
NRSN1,NC_000006.12,24126215,24126340,+,2380,1,0,0,10,0,0,2,0,4,2,0,0,4
NRSN2,NC_000020.11,347111,347142,+,2268,195,210,160,193,184,184,109,174,172,174,206,107,106
NRSN2-AS1,NC_000020.11,319687,320781,-,1394,119,194,140,103,82,110,70,160,137,134,151,100,105
NRTN,NC_000019.10,5805067,5805451,+,1879,397,299,248,347,293,666,174,325,279,331,506,185,221
NRTN_1,NW_025791810.1,1335,1925,+,591,0,0,0,2,0,2,0,0,0,0,0,0,0
NRXN1,NC_000002.12,49918503,49922251,-,13796,329,268,243,322,351,250,195,281,328,246,293,249,229
NRXN1-DT,NC_000002.12,51032601,51033016,+,3939,0,0,0,9,1,0,1,0,0,0,0,0,3
NRXN2,NC_000011.10,64606174,64608082,-,7639,10,17,9,47,86,33,14,41,22,21,22,14,28
NRXN2-AS1,NC_000011.10,64643849,64644582,+,2591,0,0,0,2,2,6,0,3,0,4,0,6,4
NRXN3,NC_000014.9,78170373,78170674,+,14533,369,250,290,359,121,166,127,261,312,168,211,163,154
NSA2,NC_000005.10,74767249,74767363,+,4518,618,828,740,471,779,730,789,653,1096,603,723,552,705
NSD1,NC_000005.10,177131798,177131934,+,13695,3406,4350,3421,3407,3751,4156,3156,3391,3014,3339,3542,2440,2737
NSD2,NC_000004.12,1871393,1871542,+,17262,1233,1459,1102,1135,1648,1613,1146,1419,1235,1246,1190,890,1000
NSD3,NC_000008.11,38269704,38275882,-,12390,1832,2167,1838,1499,1929,2306,1738,1753,1838,1761,1908,1454,1469
NSDHL,NC_000023.11,152831063,152831117,+,2122,10,11,2,6,6,19,7,5,12,27,35,2,27
NSDHL_1,NW_025791818.1,446253,446307,+,2122,0,0,0,0,0,0,0,0,0,0,0,0,0
NSF,NC_000017.11,46590669,46590787,+,3987,8,31,8,63,9,21,5,5,11,35,141,77,5
NSFL1C,NC_000020.11,1442166,1443911,-,7198,720,714,514,729,609,668,572,532,523,675,546,351,545
NSFP1,NC_000017.11,46372813,46372866,+,587,0,0,0,0,0,0,0,0,0,0,0,0,0
NSFP1_1,NT_167251.2,328268,328299,-,587,0,0,0,0,0,0,0,0,0,0,0,0,0
NSF_1,NT_167251.2,1576739,1576857,+,3987,10,50,30,11,144,21,86,26,13,69,21,2,4
NSF_2,NT_187663.1,1110346,1110464,+,3987,10,2,3,8,6,9,6,2,6,2,9,36,5
NSG1,NC_000004.12,4386532,4386643,+,2512,59,92,49,86,19,46,18,76,44,84,87,43,82
NSG2,NC_000005.10,174045706,174045843,+,2350,0,2,0,5,2,2,0,2,6,0,2,5,6
NSL1,NC_000001.11,212726153,212738686,-,13200,392,406,362,363,620,708,522,491,403,446,512,467,427
NSMAF,NC_000008.11,58583504,58584200,-,5963,715,882,577,555,1028,857,665,900,944,779,888,856,785
NSMCE1,NC_000016.10,27224994,27225236,-,1605,290,319,405,333,304,376,335,256,360,320,329,260,319
NSMCE1-DT,NC_000016.10,27268205,27268244,+,601,0,0,0,1,13,6,2,5,7,3,6,10,12
NSMCE2,NC_000008.11,125091860,125091958,+,6512,362,442,362,285,386,429,395,372,370,391,451,324,358
NSMCE3,NC_000015.10,29264989,29269822,-,4834,1,10,6,8,4,4,6,6,2,6,4,0,2
NSMCE3_1,NW_011332701.1,1428056,1432889,-,4834,0,0,0,0,0,0,0,0,0,0,0,0,0
NSMCE3_2,NT_187660.1,1540540,1545373,-,4834,0,0,0,0,0,0,0,0,0,0,0,0,0
NSMCE4A,NC_000010.11,121957091,121957259,-,3173,488,548,513,491,621,721,604,796,498,690,707,596,590
NSMF,NC_000009.12,137447570,137449491,-,4133,1313,1197,936,890,586,616,360,903,449,733,619,503,606
NSRP1,NC_000017.11,30116816,30116863,+,10091,583,544,498,535,784,813,631,645,531,605,564,410,684
NSUN2,NC_000005.10,6599239,6600232,-,3056,876,860,629,583,929,1030,725,724,681,821,568,546,708
NSUN3,NC_000003.12,94063061,94063138,+,6584,184,281,249,249,383,354,277,356,210,346,294,265,225
NSUN4,NC_000001.11,46340807,46340919,+,10400,655,545,513,501,644,619,506,579,503,556,472,357,514
NSUN5,NC_000007.14,73302516,73303740,-,2406,236,176,152,176,203,236,141,217,170,166,197,139,147
NSUN5P1,NC_000007.14,75410322,75410460,+,2048,445,581,395,563,359,539,303,694,460,428,586,352,432
NSUN5P2,NC_000007.14,72948293,72948597,-,1767,70,55,38,18,47,37,10,70,33,100,34,28,54
NSUN6,NC_000010.11,18545561,18546145,-,7785,459,511,331,433,537,581,481,511,467,477,451,329,393
NSUN7,NC_000004.12,40749955,40750300,+,7479,640,911,551,620,353,928,591,549,749,588,620,541,449
NT5C,NC_000017.11,75130228,75130642,-,981,147,172,113,187,175,141,122,173,173,181,180,207,156
NT5C1A,NC_000001.11,39651229,39659486,-,9068,7,2,8,13,2,20,8,7,5,4,2,2,4
NT5C1B,NC_000002.12,18562871,18564119,-,2916,0,6,2,2,0,6,0,0,6,11,4,3,8
NT5C1B-RDH14,NC_000002.12,18554723,18555808,-,2977,0,0,0,0,0,0,0,0,0,0,0,0,0
NT5C2,NC_000010.11,103088017,103089908,-,17446,3722,4557,3960,3648,3761,4466,3580,3610,3849,3528,4338,3374,3370
NT5C3A,NC_000007.14,33014113,33014831,-,1860,186,188,138,124,244,252,201,183,185,218,188,238,159
NT5C3B,NC_000017.11,41825057,41825657,-,1727,521,487,539,404,296,409,280,423,549,419,432,287,434
NT5DC1,NC_000006.12,116100853,116101023,+,7610,686,1030,800,794,765,1042,797,873,1050,843,864,646,781
NT5DC2,NC_000003.12,52524387,52524731,-,2372,515,774,203,297,359,285,157,467,276,541,505,299,347
NT5DC3,NC_000012.12,103746315,103746639,-,15694,970,802,512,486,877,719,549,651,793,787,763,954,729
NT5DC4,NC_000002.12,112718876,112719183,+,4616,2,0,0,1,0,0,0,2,0,8,0,0,0
NT5E,NC_000006.12,85450083,85450478,+,3562,83,96,101,196,595,367,251,155,76,115,140,87,126
NT5M,NC_000017.11,17303373,17303817,+,3068,20,25,22,21,21,43,47,49,31,20,22,32,29
NTAN1,NC_000016.10,15037857,15038210,-,1666,6,22,12,4,12,11,9,30,13,50,10,32,30
NTAN1_1,NT_187607.1,613605,613788,+,1508,0,25,16,1,71,11,5,35,5,9,19,11,3
NTAQ1,NC_000008.11,123416725,123416856,+,14916,205,299,190,213,265,318,179,199,166,253,202,226,430
NTF3,NC_000012.12,5430332,5431193,+,2329,42,30,28,20,19,7,14,24,8,20,19,14,15
NTF4,NC_000019.10,49058284,49058346,-,2433,67,55,31,60,33,68,44,80,30,42,76,36,40
NTHL1,NC_000016.10,2039820,2040047,-,1055,158,199,107,178,105,165,129,176,146,154,198,171,158
NTM,NC_000011.10,131370615,131370888,+,10175,186,455,234,249,273,129,17,65,38,26,41,39,38
NTM-AS1,NC_000011.10,131662129,131662415,-,678,202,233,192,68,0,2,0,0,0,2,0,0,0
NTM-IT,NC_000011.10,132284302,132284358,+,764,2,5,4,2,6,4,4,0,0,0,0,0,0
NTMT1,NC_000009.12,129608872,129609178,+,4381,150,165,87,124,92,126,83,152,73,120,124,97,113
NTMT2,NC_000001.11,170145959,170146261,+,2343,0,0,0,3,0,0,0,4,0,0,0,0,0
NTN1,NC_000017.11,9003087,9003144,+,6194,1157,761,701,810,413,851,366,891,752,875,823,496,667
NTN3,NC_000016.10,2471297,2472629,+,2188,41,58,13,43,20,24,18,58,18,56,44,17,57
NTN4,NC_000012.12,95657807,95659222,-,4075,464,619,477,600,856,1175,737,390,340,407,304,318,621
NTN5,NC_000019.10,48661407,48662041,-,3822,52,24,37,46,14,22,2,32,20,32,24,17,28
NTNG1,NC_000001.11,107140088,107140199,+,10302,34,69,11,62,6,17,25,10,8,12,8,17,4
NTNG2,NC_000009.12,132161689,132161719,+,7095,32,7,42,18,16,16,6,49,73,18,76,42,28
NTPCR,NC_000001.11,232950611,232950744,+,6619,292,340,273,284,334,294,247,250,303,288,401,282,260
NTRAS,NC_000001.11,211639808,211639889,+,803,0,0,0,1,0,0,0,0,0,0,0,0,0
NTRK1,NC_000001.11,156815750,156815838,+,2871,7,8,4,14,19,28,2,12,0,6,7,6,5
NTRK2,NC_000009.12,84668522,84668622,+,21314,1499,1257,1202,1720,1312,1359,636,902,564,1098,1252,722,1110
NTRK3,NC_000015.10,87859751,87877120,-,34767,476,293,433,518,481,407,151,694,341,621,701,417,423
NTRK3-AS1,NC_000015.10,88252730,88253478,+,2663,0,7,8,0,2,7,4,1,0,0,4,8,5
NTS,NC_000012.12,85874295,85874476,+,1239,0,6,0,4,1,16,0,0,0,0,0,0,0
NTSR1,NC_000020.11,62708836,62709921,+,4133,2,0,0,0,0,0,0,4,0,2,4,2,4
NTSR2,NC_000002.12,11658178,11658722,-,1600,0,0,0,1,0,0,0,0,0,0,1,2,2
NUAK1,NC_000012.12,106063345,106067955,-,5744,268,212,128,244,668,411,114,126,141,162,122,115,138
NUAK2,NC_000001.11,205302063,205304513,-,3500,90,152,72,111,125,136,110,252,211,134,142,84,301
NUB1,NC_000007.14,151341812,151341846,+,3455,368,489,377,267,362,382,390,386,412,402,364,238,304
NUBP1,NC_000016.10,10743842,10743882,+,1235,85,93,88,57,91,79,50,51,71,68,66,58,77
NUBP2,NC_000016.10,1782960,1783036,+,3321,421,570,357,451,415,465,335,384,378,371,461,340,415
NUBPL,NC_000014.9,31561404,31561547,+,24278,1653,1628,1328,1414,716,811,834,1233,1338,1244,1627,1269,913
NUBPL-DT,NC_000014.9,31553499,31553630,-,429,0,0,0,2,0,0,0,0,0,0,0,0,0
NUCB1,NC_000019.10,48900312,48900372,+,2692,2311,2001,1734,2085,2501,3314,2243,1810,1633,1674,1860,1383,1636
NUCB1-AS1,NC_000019.10,48910930,48911174,-,433,15,12,4,9,5,8,7,10,3,13,7,4,14
NUCB2,NC_000011.10,17276739,17276828,+,3445,7857,8089,5627,5945,5200,7054,5358,7495,8893,8467,13334,6179,8199
NUCKS1,NC_000001.11,205712822,205718479,-,6399,4362,4949,3575,4116,5359,5091,3427,3737,4506,4752,4555,4058,4221
NUDC,NC_000001.11,26900161,26901080,+,2905,509,772,497,522,383,433,360,500,426,455,429,323,419
NUDCD1,NC_000008.11,109240919,109243301,-,4141,217,215,176,205,474,414,351,257,238,264,317,231,405
NUDCD2,NC_000005.10,163446526,163454050,-,8834,165,172,151,118,162,135,140,129,95,113,148,139,162
NUDCD3,NC_000007.14,44379119,44386121,-,10333,1553,1859,1640,1679,1528,1800,1489,1470,1421,1546,1508,1024,1364
NUDT1,NC_000007.14,2242226,2242256,+,1314,54,63,47,59,78,64,28,36,25,37,52,33,29
NUDT10,NC_000023.11,51332231,51332367,+,2062,15,4,0,5,12,6,2,8,8,11,10,2,2
NUDT11,NC_000023.11,51490011,51491749,-,2381,9,12,12,8,18,16,8,0,9,10,8,9,26
NUDT12,NC_000005.10,103548855,103550971,-,3488,338,229,451,303,615,721,478,503,512,327,369,473,472
NUDT13,NC_000010.11,73110455,73110567,+,2653,218,254,171,184,229,244,193,204,223,289,223,169,228
NUDT14,NC_000014.9,105172939,105173261,-,1354,155,132,108,135,119,191,131,84,102,130,141,142,128
NUDT15,NC_000013.11,48037726,48037904,+,4583,195,187,191,192,293,348,233,218,184,205,256,170,247
NUDT16,NC_000003.12,131381671,131381745,+,6752,954,738,800,654,635,701,410,627,543,724,554,495,743
NUDT16-DT,NC_000003.12,131325092,131326276,-,1978,46,47,13,26,48,54,29,37,67,48,30,48,44
NUDT16L1,NC_000016.10,4693562,4693879,+,2200,224,210,230,271,246,344,328,251,189,186,207,197,251
NUDT16L2P,NC_000003.12,131361845,131362068,+,2364,92,146,97,127,138,241,168,161,124,121,115,91,151
NUDT17,NC_000001.11,145845630,145845832,+,1961,36,82,63,71,32,54,29,62,24,43,74,39,36
NUDT18,NC_000008.11,22106878,22107895,-,2371,220,198,179,142,130,177,131,172,152,177,151,121,158
NUDT19,NC_000019.10,32691821,32692674,+,3103,276,219,277,191,341,391,195,334,272,291,301,200,271
NUDT19-DT,NC_000019.10,32687091,32687268,-,1112,8,0,5,0,4,8,6,12,10,10,5,0,2
NUDT2,NC_000009.12,34329569,34329599,+,998,101,141,171,114,159,189,207,144,112,132,166,106,96
NUDT21,NC_000016.10,56429133,56432733,-,4393,1230,1124,923,828,1532,1595,1298,996,1182,1185,1265,1166,1202
NUDT22,NC_000011.10,64226258,64226297,+,1513,382,447,319,383,271,326,300,502,411,362,421,271,358
NUDT3,NC_000006.12,34279679,34288931,-,9900,2973,3369,1793,2458,2272,3040,2087,2514,2343,2749,3169,2357,2362
NUDT4,NC_000012.12,93377925,93378421,+,9968,8658,7390,6977,4468,1861,2056,2067,3655,5728,4103,4875,3919,3699
NUDT4B,NC_000001.11,148748774,148752415,+,3642,76,89,71,76,19,22,15,34,72,46,50,34,37
NUDT4P2,NC_000001.11,146297773,146301610,+,3838,4,1,6,2,3,0,0,0,2,0,2,5,0
NUDT5,NC_000010.11,12165330,12167811,-,3290,319,402,287,263,395,420,367,394,278,310,288,265,259
NUDT6,NC_000004.12,122892577,122893225,-,1395,42,35,47,18,9,28,12,21,25,34,36,25,34
NUDT7,NC_000016.10,77722514,77722617,+,1304,66,37,58,77,57,81,42,79,86,68,73,49,74
NUDT8,NC_000011.10,67627938,67628251,-,816,197,170,101,129,120,214,165,161,225,228,309,203,164
NUDT9,NC_000004.12,87422573,87422617,+,3006,407,298,375,373,335,405,252,433,276,336,283,246,303
NUDT9P1,NC_000010.11,91152535,91153197,-,663,0,12,4,4,6,1,0,8,2,10,9,2,6
NUF2,NC_000001.11,163321954,163322066,+,2193,4,8,4,2,38,2,8,7,7,7,2,4,3
NUFIP1,NC_000013.11,44939249,44941322,-,3610,98,123,75,99,136,112,109,96,112,132,98,143,161
NUFIP2,NC_000017.11,29255839,29264591,-,11134,3006,2808,2167,2843,4871,5296,4306,2930,2724,3365,2889,2226,3412
NUGGC,NC_000008.11,28021964,28023462,-,5824,78,63,57,83,201,262,147,308,271,119,157,242,108
NUMA1,NC_000011.10,72002864,72003538,-,9130,3860,4282,3830,3809,3454,4610,3026,4007,3440,3185,4304,2847,3224
NUMB,NC_000014.9,73275216,73277293,-,3709,1527,1485,1325,1391,1471,1627,1065,1278,1261,1353,1352,891,1128
NUMBL,NC_000019.10,40665905,40668138,-,3686,177,120,84,100,207,207,100,158,125,72,124,49,186
NUP107,NC_000012.12,68686978,68687073,+,7377,580,809,536,523,679,675,524,602,574,681,575,631,552
NUP133,NC_000001.11,229440259,229442040,-,5208,838,1003,774,857,1063,1078,1020,711,865,919,906,813,845
NUP133-DT,NC_000001.11,229508430,229508679,+,477,0,0,1,1,2,0,1,0,0,3,2,0,4
NUP153,NC_000006.12,17615037,17616181,-,6119,1486,1550,1113,1320,1683,1491,1246,1260,994,1540,1318,758,1181
NUP153-AS1,NC_000006.12,17706130,17707344,+,1687,10,13,0,16,8,3,2,5,6,4,6,7,1
NUP155,NC_000005.10,37288137,37292038,-,8373,768,950,713,867,1132,1055,928,826,823,1086,894,707,786
NUP160,NC_000011.10,47778118,47779194,-,6091,69,148,105,131,167,205,160,127,247,75,83,46,146
NUP160_1,NW_019805496.1,210485,211561,-,5653,0,2,0,0,0,2,0,0,0,0,0,0,0
NUP188,NC_000009.12,128947699,128947751,+,5689,684,681,586,801,1044,1046,628,865,693,759,683,429,666
NUP205,NC_000007.14,135557917,135557972,+,6275,2093,2357,1919,1785,2058,2087,1716,1785,1993,2234,2431,1596,1826
NUP210,NC_000003.12,13316235,13317781,-,10612,617,579,542,642,1009,1192,688,1389,645,976,759,563,626
NUP210L,NC_000001.11,153992690,153992935,-,5900,22,41,28,34,123,30,47,42,29,29,27,15,32
NUP210P1,NC_000003.12,126662081,126662219,+,876,0,0,0,2,0,0,2,0,0,0,0,0,3
NUP214,NC_000009.12,131125586,131125749,+,7913,1528,1633,1480,1514,1355,1214,942,1520,1332,1401,1462,979,1169
NUP35,NC_000002.12,183117514,183117626,+,2538,154,143,144,160,203,222,176,131,133,182,189,120,158
NUP37,NC_000012.12,102073103,102074467,-,2517,141,108,152,182,236,224,173,191,189,184,170,200,154
NUP42,NC_000007.14,23182048,23182206,+,1650,194,248,173,171,290,237,253,232,227,220,189,215,269
NUP43,NC_000006.12,149724315,149728478,-,7410,837,921,676,851,946,981,850,852,702,808,926,765,793
NUP50,NC_000022.11,45163925,45164296,+,6031,739,815,581,573,1349,1298,1029,829,763,879,732,646,897
NUP50-DT,NC_000022.11,45133758,45134797,-,1518,50,48,44,47,99,77,57,53,57,77,49,66,49
NUP54,NC_000004.12,76114664,76115494,-,5002,568,586,503,431,791,758,699,439,641,582,555,552,547
NUP58,NC_000013.11,25301625,25301880,+,5694,556,627,527,513,1154,1075,848,659,587,773,600,512,676
NUP62,NC_000019.10,49906825,49909884,-,3394,535,503,445,521,603,593,462,595,408,398,466,286,383
NUP62CL,NC_000023.11,107123427,107124332,-,1755,38,45,29,39,58,56,77,37,32,38,46,31,22
NUP85,NC_000017.11,75205679,75205794,+,4550,506,481,448,423,562,511,330,536,440,499,415,385,601
NUP88,NC_000017.11,5384833,5386269,-,3693,637,677,621,485,580,565,482,605,569,629,645,436,656
NUP93,NC_000016.10,56730129,56730211,+,9163,200,237,189,211,478,341,250,219,193,317,175,164,282
NUP93-DT,NC_000016.10,56708453,56709245,-,1550,6,4,2,6,4,4,0,0,0,6,0,4,12
NUP98,NC_000011.10,3675010,3676376,-,7890,3342,2870,2712,2553,2755,2771,2268,2380,2371,2826,2306,1519,2439
NUPR1,NC_000016.10,28532708,28537669,-,5345,2421,1906,2705,3661,1136,1933,1565,1991,2044,1325,2218,1040,2068
NUPR2,NC_000007.14,56114681,56114897,-,620,28,66,55,78,63,55,88,62,48,38,32,12,33
NUS1,NC_000006.12,117675469,117676085,+,4796,734,928,660,658,1463,2044,1362,968,1187,879,937,924,978
NUSAP1,NC_000015.10,41332881,41333050,+,2281,6,5,12,17,131,46,10,34,7,28,15,34,11
NUTF2,NC_000016.10,67846933,67846985,+,2585,324,331,276,296,570,493,425,339,269,354,373,182,320
NUTF2P4,NC_000001.11,112748095,112748489,+,395,0,0,0,0,0,0,0,0,0,0,0,0,0
NUTM1,NC_000015.10,34343315,34343702,+,4197,0,0,0,0,0,0,0,0,0,0,0,0,0
NUTM1_1,NW_025791798.1,82056,82443,+,4197,0,0,0,2,0,0,0,0,0,0,0,0,2
NUTM2A,NC_000010.11,87225448,87226212,+,3290,16,78,29,36,30,43,41,30,41,16,37,42,24
NUTM2A-AS1,NC_000010.11,87238667,87238872,-,822,73,105,100,143,130,122,110,152,107,104,100,107,67
NUTM2B,NC_000010.11,79692115,79700456,+,13698,239,153,233,109,401,392,170,212,210,330,191,149,325
NUTM2B-AS1,NC_000010.11,79691500,79692056,-,5206,244,192,211,179,388,343,236,371,223,287,204,185,307
NUTM2D,NC_000010.11,87357744,87358431,+,6576,44,74,67,74,45,127,44,123,75,57,60,64,32
NUTM2E,NC_000010.11,79826739,79827357,+,6255,17,39,14,24,15,32,28,26,16,20,43,21,22
NUTM2F,NC_000009.12,94318198,94319250,-,2559,8,4,2,9,3,2,1,2,1,3,2,5,3
NUTM2G,NC_000009.12,96928843,96929040,+,6089,135,145,99,158,144,134,69,158,107,151,158,94,120
NVL,NC_000001.11,224227345,224227670,-,5486,395,484,445,296,505,550,391,426,392,329,356,332,389
NWD1,NC_000019.10,16719847,16720293,+,8608,88,114,54,98,388,648,436,110,215,141,236,162,82
NWD2,NC_000004.12,37244743,37245218,+,7800,16,63,16,36,12,5,4,10,7,12,0,8,29
NXF1,NC_000011.10,62792130,62792514,-,5099,1182,1188,1258,931,1174,1079,784,1382,946,1035,988,601,947
NXF2,NC_000023.11,102247167,102247238,+,2336,0,0,0,1,0,0,0,0,0,0,1,0,0
NXF2B,NC_000023.11,102360395,102360645,-,2401,0,2,0,3,0,0,0,0,0,0,0,0,0
NXF3,NC_000023.11,103075810,103076000,-,1956,88,124,90,115,55,57,12,27,27,8,16,60,35
NXF4,NC_000023.11,102549965,102550185,+,3615,2,0,0,6,0,0,2,0,0,2,0,0,0
NXF5,NC_000023.11,101832112,101832390,-,2156,3,2,0,13,2,0,0,3,2,0,0,4,0
NXN,NC_000017.11,799310,801131,-,5746,410,295,402,365,788,780,525,374,362,378,414,258,288
NXNL1,NC_000019.10,17455425,17455959,-,918,8,14,3,8,0,0,0,0,2,2,2,9,0
NXNL2,NC_000009.12,88535178,88535736,+,2621,0,0,0,0,0,0,0,0,0,0,0,0,0
NXNL2_1,NW_025791787.1,15723,16281,+,2651,0,0,0,0,0,0,0,0,0,0,0,0,0
NXN_1,NT_187613.1,3030,3343,-,775,0,0,0,0,0,0,0,0,0,0,0,0,0
