"human_gene","human_id","mouse_gene","mouse_id","phenotype","extra","n_mouse","n_human","ortholog_type"
"TACR1",6869,"Tacr1","MGI:98475","MP:0003631, MP:0005376, MP:0005385, MP:0005386, MP:0005387, MP:0005388, MP:0005390, MP:0005397",NA,1,1,"one-to-one"
"TACR2",6865,"Tacr2","MGI:98477","MP:0005376",NA,1,1,"one-to-one"
"TACR3",6870,"Tacr3","MGI:892968","MP:0005375, MP:0005376, MP:0005378, MP:0005379, MP:0005386, MP:0005389, MP:0005390, MP:0005391",NA,1,1,"one-to-one"
"TACSTD2",4070,"Tacstd2","MGI:1861606","MP:0005379, MP:0005389, MP:0005391",NA,1,1,"one-to-one"
"TADA1",117143,"Tada1","MGI:1196415","MP:0005391, MP:0010768",NA,1,1,"one-to-one"
"TADA2A",6871,"Tada2a","MGI:2144471","",NA,1,1,"one-to-one"
"TADA2B",93624,"Tada2b","MGI:3035274","",NA,1,1,"one-to-one"
"TADA3",10474,"Tada3","MGI:1915724","MP:0005380, MP:0005384, MP:0010768",NA,1,1,"one-to-one"
"TAF1",6872,"Taf1","MGI:1336878","",NA,1,2,"one-to-many (mouse-to-human)"
"TAF10",6881,"Taf10","MGI:1346320","MP:0005376, MP:0005378, MP:0005380, MP:0005384, MP:0010768, MP:0010771",NA,1,1,"one-to-one"
"TAF11",6882,"Taf11","MGI:1916026","MP:0010768",NA,1,1,"one-to-one"
"TAF12",6883,"Taf12","MGI:1913714","MP:0003631, MP:0005380, MP:0005389, MP:0010768",NA,1,1,"one-to-one"
"TAF13",6884,"Taf13","MGI:1913500","MP:0005378, MP:0005380, MP:0005386, MP:0005389, MP:0010768",NA,1,1,"one-to-one"
"TAF15",8148,"Taf15","MGI:1917689","MP:0005376, MP:0005387, MP:0005391, MP:0005397, MP:0010771",NA,1,1,"one-to-one"
"TAF1A",9015,"Taf1a","MGI:109578","MP:0005380, MP:0010768",NA,1,1,"one-to-one"
"TAF1B",9014,"Taf1b","MGI:109577","MP:0010768",NA,1,1,"one-to-one"
"TAF1C",9013,"Taf1c","MGI:109576","MP:0005380, MP:0005386, MP:0005389, MP:0010768",NA,1,1,"one-to-one"
"TAF1D",79101,"Taf1d","MGI:1922566","MP:0005380, MP:0005389, MP:0010768",NA,1,1,"one-to-one"
"TAF1L",138474,"Taf1","MGI:1336878","",NA,1,2,"one-to-many (mouse-to-human)"
"TAF2",6873,"Taf2","MGI:2443028","MP:0005371, MP:0005376, MP:0005386, MP:0005390, MP:0010768",NA,1,1,"one-to-one"
"TAF3",83860,"Taf3","MGI:2388097","",NA,1,1,"one-to-one"
"TAF4",6874,"Taf4","MGI:2152346","MP:0002006, MP:0005371, MP:0005376, MP:0005378, MP:0005384, MP:0005387, MP:0010768, MP:0010771",NA,1,1,"one-to-one"
"TAF4B",6875,"Taf4b","MGI:2152345","MP:0005376, MP:0005378, MP:0005379, MP:0005384, MP:0005389, MP:0010768",NA,1,1,"one-to-one"
"TAF5",6877,"Taf5","MGI:2442144","MP:0005375, MP:0005380, MP:0005386, MP:0005389, MP:0010768",NA,1,1,"one-to-one"
"TAF5L",27097,"Taf5l","MGI:1919039","",NA,1,1,"one-to-one"
"TAF6",6878,"Taf6","MGI:109129","MP:0005376, MP:0005391, MP:0010768",NA,1,1,"one-to-one"
"TAF6L",10629,"Taf6l","MGI:2444957","",NA,1,1,"one-to-one"
"TAF7",6879,"Taf7","MGI:1346348","MP:0005379, MP:0005380, MP:0005384, MP:0005387, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"TAF7L",54457,"Taf7l","MGI:1921719","MP:0005369, MP:0005375, MP:0005379, MP:0005384, MP:0005389",NA,2,1,"one-to-many (human-to-mouse)"
"TAF7L",54457,"Taf7l2","MGI:6274337","",NA,2,1,"one-to-many (human-to-mouse)"
"TAF8",129685,"Taf8","MGI:1926879","MP:0005380, MP:0010768",NA,1,1,"one-to-one"
"TAF9",6880,"Taf9","MGI:1888697","",NA,1,1,"one-to-one"
"TAF9B",51616,"Taf9b","MGI:3039562","",NA,1,1,"one-to-one"
"TAFA1",407738,"Tafa1","MGI:2443695","MP:0003631, MP:0005376, MP:0005386, MP:0005391",NA,1,1,"one-to-one"
"TAFA2",338811,"Tafa2","MGI:2143691","MP:0003631, MP:0005376, MP:0005384, MP:0005386",NA,1,1,"one-to-one"
"TAFA3",284467,"Tafa3","MGI:3046463","MP:0005386, MP:0005390, MP:0005391",NA,1,1,"one-to-one"
"TAFA4",151647,"Tafa4","MGI:2444563","MP:0003631, MP:0005376, MP:0005386, MP:0005397",NA,1,1,"one-to-one"
"TAFA5",25817,"Tafa5","MGI:2146182","",NA,1,1,"one-to-one"
"TAFAZZIN",6901,"Tafazzin","MGI:109626","MP:0005369, MP:0005376, MP:0005378, MP:0005379, MP:0005384, MP:0005385, MP:0005389, MP:0010768",NA,1,1,"one-to-one"
"TAGAP",117289,"Tagap","MGI:3615484","",NA,2,1,"one-to-many (human-to-mouse)"
"TAGAP",117289,"Tagap1","MGI:1919786","MP:0005367, MP:0005376, MP:0005378, MP:0005387, MP:0005391, MP:0005397, MP:0010771",NA,2,1,"one-to-many (human-to-mouse)"
"TAGLN",6876,"Tagln","MGI:106012","",NA,1,1,"one-to-one"
"TAGLN2",8407,"Tagln2","MGI:1312985","MP:0005378, MP:0005385, MP:0005386, MP:0005387, MP:0005390, MP:0005397, MP:0010771",NA,1,1,"one-to-one"
"TAGLN3",29114,"Tagln3","MGI:1926784","",NA,1,1,"one-to-one"
"TAL1",6886,"Tal1","MGI:98480","MP:0001186, MP:0002006, MP:0003631, MP:0005367, MP:0005369, MP:0005370, MP:0005376, MP:0005378, MP:0005379, MP:0005380, MP:0005384, MP:0005385, MP:0005387, MP:0005388, MP:0005390, MP:0005397, MP:0010768, MP:0010771",NA,1,1,"one-to-one"
"TAL2",6887,"Tal2","MGI:99540","MP:0003631, MP:0005378, MP:0005386, MP:0010768",NA,1,1,"one-to-one"
"TALDO1",6888,"Taldo1","MGI:1274789","MP:0005376, MP:0005384, MP:0005389",NA,1,1,"one-to-one"
"TAMALIN",160622,"Tamalin","MGI:1860303","MP:0003631, MP:0005384, MP:0005386",NA,1,1,"one-to-one"
"TAMM41",132001,"Tamm41","MGI:1916221","MP:0005376, MP:0010768",NA,1,1,"one-to-one"
"TANC1",85461,"Tanc1","MGI:1914110","MP:0003631, MP:0005367, MP:0005376, MP:0005378, MP:0005386, MP:0010771",NA,1,1,"one-to-one"
"TANC2",26115,"Tanc2","MGI:2444121","MP:0003631, MP:0005371, MP:0005376, MP:0005386, MP:0005390, MP:0010768",NA,1,1,"one-to-one"
"TANGO2",128989,"Tango2","MGI:101825","MP:0005386, MP:0005390",NA,1,1,"one-to-one"
"TANGO6",79613,"Tango6","MGI:2142786","MP:0005391, MP:0010768",NA,1,1,"one-to-one"
"TANK",10010,"Tank","MGI:107676","MP:0005367, MP:0005370, MP:0005378, MP:0005384, MP:0005387, MP:0005388, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"TAOK1",57551,"Taok1","MGI:1914490","MP:0003631, MP:0005369, MP:0005378, MP:0005385, MP:0005386, MP:0005391, MP:0010768, MP:0010771",NA,1,1,"one-to-one"
"TAOK2",9344,"Taok2","MGI:1915919","MP:0005376, MP:0005378, MP:0005386",NA,1,1,"one-to-one"
"TAOK3",51347,"Taok3","MGI:3041177","MP:0001186, MP:0005386, MP:0010768, MP:0010771",NA,1,1,"one-to-one"
"TAP1",6890,"Tap1","MGI:98483","MP:0005386, MP:0005387, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"TAP2",6891,"Tap2","MGI:98484","MP:0005387, MP:0005397",NA,1,1,"one-to-one"
"TAPBP",6892,"Tapbp","MGI:1201689","MP:0005387, MP:0005397",NA,1,1,"one-to-one"
"TAPBPL",55080,"Tapbpl","MGI:2384853","",NA,1,1,"one-to-one"
"TAPT1",202018,"Tapt1","MGI:2683537","MP:0005390, MP:0010768",NA,1,1,"one-to-one"
"TARBP1",6894,"Tarbp1","MGI:4936930","MP:0010768, MP:0010771",NA,1,1,"one-to-one"
"TARBP2",6895,"Tarbp2","MGI:103027","MP:0005369, MP:0005378, MP:0005384, MP:0005385, MP:0005389, MP:0010768",NA,1,1,"one-to-one"
"TARDBP",23435,"Tardbp","MGI:2387629","MP:0003631, MP:0005369, MP:0005375, MP:0005376, MP:0005378, MP:0005379, MP:0005380, MP:0005384, MP:0005385, MP:0005386, MP:0005387, MP:0005389, MP:0005390, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"TARM1",441864,"Tarm1","MGI:2442280","MP:0005384, MP:0005387, MP:0005390, MP:0005397",NA,1,1,"one-to-one"
"TARS1",6897,"Tars1","MGI:106314","MP:0010768",NA,1,1,"one-to-one"
"TARS2",80222,"Tars2","MGI:1919057","MP:0010768",NA,1,1,"one-to-one"
"TARS3",123283,"Tars3","MGI:2444486","MP:0005369, MP:0005371, MP:0005375, MP:0005376, MP:0005378, MP:0005386, MP:0005387, MP:0005390, MP:0005397",NA,1,1,"one-to-one"
"TAS1R1",80835,"Tas1r1","MGI:1927505","MP:0003631, MP:0005379, MP:0005384, MP:0005389, MP:0005394",NA,1,1,"one-to-one"
"TAS1R2",80834,"Tas1r2","MGI:1933546","MP:0003631, MP:0005394",NA,1,1,"one-to-one"
"TAS1R3",83756,"Tas1r3","MGI:1933547","MP:0003631, MP:0005394",NA,1,1,"one-to-one"
"TAS2R1",50834,"Tas2r119","MGI:2681253","",NA,1,1,"one-to-one"
"TAS2R10",50839,"Tas2r104","MGI:2681185","",NA,5,1,"one-to-many (human-to-mouse)"
"TAS2R10",50839,"Tas2r105","MGI:2681195","MP:0005394",NA,5,1,"one-to-many (human-to-mouse)"
"TAS2R10",50839,"Tas2r106","MGI:2681203","",NA,5,1,"one-to-many (human-to-mouse)"
"TAS2R10",50839,"Tas2r107","MGI:2681207","",NA,5,1,"one-to-many (human-to-mouse)"
"TAS2R10",50839,"Tas2r114","MGI:2681218","",NA,5,1,"one-to-many (human-to-mouse)"
"TAS2R13",50838,"Tas2r102","MGI:2681171","MP:0005379",NA,3,1,"one-to-many (human-to-mouse)"
"TAS2R13",50838,"Tas2r121","MGI:2681259","",NA,3,1,"one-to-many (human-to-mouse)"
"TAS2R13",50838,"Tas2r124","MGI:2681267","",NA,3,1,"one-to-many (human-to-mouse)"
"TAS2R14",50840,"Tas2r103","MGI:1890257","MP:0005386",NA,11,1,"one-to-many (human-to-mouse)"
"TAS2R14",50840,"Tas2r109","MGI:2681214","",NA,11,1,"one-to-many (human-to-mouse)"
"TAS2R14",50840,"Tas2r110","MGI:2681216","",NA,11,1,"one-to-many (human-to-mouse)"
"TAS2R14",50840,"Tas2r113","MGI:2681217","",NA,11,1,"one-to-many (human-to-mouse)"
"TAS2R14",50840,"Tas2r115","MGI:2681223","",NA,11,1,"one-to-many (human-to-mouse)"
"TAS2R14",50840,"Tas2r116","MGI:1890258","",NA,11,1,"one-to-many (human-to-mouse)"
"TAS2R14",50840,"Tas2r117","MGI:2681242","",NA,11,1,"one-to-many (human-to-mouse)"
"TAS2R14",50840,"Tas2r123","MGI:2681264","",NA,11,1,"one-to-many (human-to-mouse)"
"TAS2R14",50840,"Tas2r125","MGI:2681269","",NA,11,1,"one-to-many (human-to-mouse)"
"TAS2R14",50840,"Tas2r129","MGI:2681276","",NA,11,1,"one-to-many (human-to-mouse)"
"TAS2R14",50840,"Tas2r140","MGI:2681298","",NA,11,1,"one-to-many (human-to-mouse)"
"TAS2R16",50833,"Tas2r118","MGI:2681247","",NA,1,1,"one-to-one"
"TAS2R19",259294,"Tas2r120","MGI:2681256","",NA,2,10,"many-to-many"
"TAS2R19",259294,"Tas2r136","MGI:2681304","",NA,2,10,"many-to-many"
"TAS2R20",259295,"Tas2r120","MGI:2681256","",NA,2,10,"many-to-many"
"TAS2R20",259295,"Tas2r136","MGI:2681304","",NA,2,10,"many-to-many"
"TAS2R3",50831,"Tas2r137","MGI:3606604","",NA,1,1,"one-to-one"
"TAS2R30",259293,"Tas2r120","MGI:2681256","",NA,2,10,"many-to-many"
"TAS2R30",259293,"Tas2r136","MGI:2681304","",NA,2,10,"many-to-many"
"TAS2R31",259290,"Tas2r120","MGI:2681256","",NA,2,10,"many-to-many"
"TAS2R31",259290,"Tas2r136","MGI:2681304","",NA,2,10,"many-to-many"
"TAS2R33",266665,"Tas2r120","MGI:2681256","",NA,2,10,"many-to-many"
"TAS2R33",266665,"Tas2r136","MGI:2681304","",NA,2,10,"many-to-many"
"TAS2R36",266666,"Tas2r120","MGI:2681256","",NA,2,10,"many-to-many"
"TAS2R36",266666,"Tas2r136","MGI:2681304","",NA,2,10,"many-to-many"
"TAS2R38",5726,"Tas2r138","MGI:2681306","MP:0005386",NA,1,1,"one-to-one"
"TAS2R39",259285,"Tas2r139","MGI:2681308","MP:0005379, MP:0005387, MP:0005389, MP:0005397",NA,1,1,"one-to-one"
"TAS2R4",50832,"Tas2r108","MGI:2681210","",NA,1,1,"one-to-one"
"TAS2R40",259286,"Tas2r144","MGI:2681312","",NA,1,1,"one-to-one"
"TAS2R41",259287,"Tas2r126","MGI:2681273","",NA,1,1,"one-to-one"
"TAS2R42",353164,"Tas2r131","MGI:2681280","MP:0005387, MP:0005397, MP:0010771",NA,1,1,"one-to-one"
"TAS2R43",259289,"Tas2r120","MGI:2681256","",NA,2,10,"many-to-many"
"TAS2R43",259289,"Tas2r136","MGI:2681304","",NA,2,10,"many-to-many"
"TAS2R45",259291,"Tas2r120","MGI:2681256","",NA,2,10,"many-to-many"
"TAS2R45",259291,"Tas2r136","MGI:2681304","",NA,2,10,"many-to-many"
"TAS2R46",259292,"Tas2r120","MGI:2681256","",NA,2,10,"many-to-many"
"TAS2R46",259292,"Tas2r136","MGI:2681304","",NA,2,10,"many-to-many"
"TAS2R50",259296,"Tas2r120","MGI:2681256","",NA,2,10,"many-to-many"
"TAS2R50",259296,"Tas2r136","MGI:2681304","",NA,2,10,"many-to-many"
"TAS2R60",338398,"Tas2r135","MGI:2681302","",NA,1,1,"one-to-one"
"TAS2R7",50837,"Tas2r130","MGI:2681278","",NA,1,1,"one-to-one"
"TASL",80231,"Tasl","MGI:1918648","",NA,1,1,"one-to-one"
"TASOR",23272,"Tasor","MGI:1921694","MP:0005378, MP:0005380, MP:0005386, MP:0010768",NA,1,1,"one-to-one"
"TASOR2",54906,"Tasor2","MGI:2145274","MP:0001186, MP:0003631, MP:0005386, MP:0010771",NA,1,1,"one-to-one"
"TASP1",55617,"Tasp1","MGI:1923062","MP:0003631, MP:0005378, MP:0005379, MP:0005380, MP:0005384, MP:0005386, MP:0005387, MP:0005389, MP:0005390, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"TAT",6898,"Tat","MGI:98487","MP:0005375, MP:0005378, MP:0005385, MP:0005386, MP:0005391, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"TATDN1",83940,"Tatdn1","MGI:1916944","",NA,1,1,"one-to-one"
"TATDN2",9797,"Tatdn2","MGI:3576210","MP:0005391, MP:0010768",NA,1,1,"one-to-one"
"TATDN3",128387,"Tatdn3","MGI:1916222","MP:0005375, MP:0005376, MP:0005390",NA,1,1,"one-to-one"
"TAX1BP1",8887,"Tax1bp1","MGI:1289308","MP:0005378, MP:0005384, MP:0005385, MP:0005387, MP:0005397, MP:0010768, MP:0010771",NA,1,1,"one-to-one"
"TAX1BP3",30851,"Tax1bp3","MGI:1923531","MP:0003631, MP:0005376, MP:0005385, MP:0005391, MP:0010768",NA,1,1,"one-to-one"
"TBATA",219793,"Tbata","MGI:1923820","MP:0003631, MP:0005379, MP:0005387, MP:0005397",NA,1,1,"one-to-one"
"TBC1D1",23216,"Tbc1d1","MGI:1889508","MP:0005369, MP:0005375, MP:0005376, MP:0005378, MP:0005384",NA,1,1,"one-to-one"
"TBC1D10A",83874,"Tbc1d10a","MGI:2144164","MP:0005370, MP:0005376, MP:0005384",NA,1,1,"one-to-one"
"TBC1D10B",26000,"Tbc1d10b","MGI:1915699","",NA,1,1,"one-to-one"
"TBC1D10C",374403,"Tbc1d10c","MGI:1922072","MP:0005384, MP:0005387, MP:0005397",NA,1,1,"one-to-one"
"TBC1D12",23232,"Tbc1d12","MGI:2384803","MP:0005376",NA,1,1,"one-to-one"
"TBC1D13",54662,"Tbc1d13","MGI:2385326","",NA,1,1,"one-to-one"
"TBC1D14",57533,"Tbc1d14","MGI:1098708","MP:0010768",NA,1,1,"one-to-one"
"TBC1D15",64786,"Tbc1d15","MGI:1913937","MP:0005376, MP:0005384, MP:0005385",NA,1,1,"one-to-one"
"TBC1D16",125058,"Tbc1d16","MGI:2652878","MP:0005376, MP:0005390",NA,1,1,"one-to-one"
"TBC1D17",79735,"Tbc1d17","MGI:2449973","",NA,1,1,"one-to-one"
"TBC1D19",55296,"Tbc1d19","MGI:1914499","",NA,1,1,"one-to-one"
"TBC1D2",55357,"Tbc1d2","MGI:2652885","MP:0005376, MP:0005378",NA,1,1,"one-to-one"
"TBC1D20",128637,"Tbc1d20","MGI:1914481","MP:0005369, MP:0005378, MP:0005379, MP:0005384, MP:0005385, MP:0005386, MP:0005389, MP:0005391, MP:0005397, MP:0010771",NA,1,1,"one-to-one"
"TBC1D21",161514,"Tbc1d21","MGI:1921536","MP:0005384, MP:0005389",NA,1,1,"one-to-one"
"TBC1D22A",25771,"Tbc1d22a","MGI:1289265","MP:0005376, MP:0005397",NA,1,1,"one-to-one"
"TBC1D22B",55633,"Tbc1d22b","MGI:2681867","",NA,1,1,"one-to-one"
"TBC1D23",55773,"Tbc1d23","MGI:1914831","MP:0005376, MP:0005387",NA,1,1,"one-to-one"
"TBC1D24",57465,"Tbc1d24","MGI:2443456","MP:0003631, MP:0005384, MP:0005386, MP:0010768",NA,1,1,"one-to-one"
"TBC1D25",4943,"Tbc1d25","MGI:2444862","MP:0005369, MP:0005376, MP:0005378, MP:0005384, MP:0005385, MP:0005386, MP:0005387, MP:0005388, MP:0005391, MP:0005397",NA,1,1,"one-to-one"
"TBC1D2B",23102,"Tbc1d2b","MGI:1914266","MP:0005376, MP:0005390",NA,1,1,"one-to-one"
"TBC1D30",23329,"Tbc1d30","MGI:1921944","MP:0005376, MP:0005386, MP:0010771",NA,1,1,"one-to-one"
"TBC1D31",93594,"Tbc1d31","MGI:2684931","MP:0005376",NA,1,1,"one-to-one"
"TBC1D32",221322,"Tbc1d32","MGI:2442827","MP:0001186, MP:0003631, MP:0005367, MP:0005371, MP:0005376, MP:0005378, MP:0005380, MP:0005381, MP:0005382, MP:0005385, MP:0005387, MP:0005388, MP:0005391, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"TBC1D4",9882,"Tbc1d4","MGI:2429660","MP:0005369, MP:0005375, MP:0005376, MP:0005378, MP:0005379, MP:0005384, MP:0005385, MP:0005387, MP:0005389, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"TBC1D5",9779,"Tbc1d5","MGI:1919488","MP:0005371, MP:0005376, MP:0005391",NA,1,1,"one-to-one"
"TBC1D7",51256,"Tbc1d7","MGI:1914296","MP:0003631, MP:0005369, MP:0005378, MP:0005386, MP:0010768",NA,1,1,"one-to-one"
"TBC1D8",11138,"Tbc1d8","MGI:1927225","MP:0005389, MP:0005391",NA,1,1,"one-to-one"
"TBC1D8B",54885,"Tbc1d8b","MGI:1918101","MP:0005387, MP:0005397",NA,1,1,"one-to-one"
"TBC1D9",23158,"Tbc1d9","MGI:1918560","",NA,1,1,"one-to-one"
"TBC1D9B",23061,"Tbc1d9b","MGI:1924045","MP:0005376, MP:0005386, MP:0005397",NA,1,1,"one-to-one"
"TBCA",6902,"Tbca","MGI:107549","",NA,1,1,"one-to-one"
"TBCB",1155,"Tbcb","MGI:1913661","MP:0005389, MP:0010768",NA,1,1,"one-to-one"
"TBCC",6903,"Tbcc","MGI:1919976","MP:0005380, MP:0005385, MP:0005389, MP:0010768",NA,1,1,"one-to-one"
"TBCCD1",55171,"Tbccd1","MGI:1917823","MP:0005376, MP:0005389, MP:0010771",NA,1,1,"one-to-one"
"TBCD",6904,"Tbcd","MGI:1919686","MP:0010768",NA,1,1,"one-to-one"
"TBCE",6905,"Tbce","MGI:1917680","MP:0003631, MP:0005369, MP:0005386, MP:0005388, MP:0005391, MP:0010768",NA,1,1,"one-to-one"
"TBCEL",219899,"Tbcel","MGI:1925543","MP:0003631, MP:0005386, MP:0005391",NA,1,1,"one-to-one"
"TBCK",93627,"Tbck","MGI:2445052","MP:0003631, MP:0005386, MP:0010768",NA,1,1,"one-to-one"
"TBK1",29110,"Tbk1","MGI:1929658","MP:0005367, MP:0005370, MP:0005376, MP:0005378, MP:0005385, MP:0005387, MP:0005397, MP:0010768, MP:0010771",NA,1,1,"one-to-one"
"TBKBP1",9755,"Tbkbp1","MGI:1920424","MP:0005387, MP:0005397",NA,1,1,"one-to-one"
"TBL1X",6907,"Tbl1x","MGI:1336172","",NA,1,2,"one-to-many (mouse-to-human)"
"TBL1XR1",79718,"Tbl1xr1","MGI:2441730","MP:0005369, MP:0005370, MP:0005375, MP:0005376, MP:0005377, MP:0005378, MP:0005379, MP:0005381, MP:0005385, MP:0005386, MP:0005387, MP:0005389, MP:0005390, MP:0005397, MP:0010768, MP:0010771",NA,1,1,"one-to-one"
"TBL1Y",90665,"Tbl1x","MGI:1336172","",NA,1,2,"one-to-many (mouse-to-human)"
"TBL2",26608,"Tbl2","MGI:1351652","",NA,1,1,"one-to-one"
"TBL3",10607,"Tbl3","MGI:2384863","",NA,1,1,"one-to-one"
"TBP",6908,"Tbp","MGI:101838","MP:0003631, MP:0005376, MP:0005378, MP:0005380, MP:0005385, MP:0005386, MP:0005387, MP:0005390, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"TBPL1",9519,"Tbpl1","MGI:1339946","MP:0005379, MP:0005384, MP:0005389",NA,1,1,"one-to-one"
"TBPL2",387332,"Tbpl2","MGI:2684058","MP:0005378, MP:0005379, MP:0005384, MP:0005389",NA,1,1,"one-to-one"
"TBR1",10716,"Tbr1","MGI:107404","MP:0003631, MP:0005376, MP:0005380, MP:0005385, MP:0005386, MP:0010768",NA,1,1,"one-to-one"
"TBRG1",84897,"Tbrg1","MGI:1100877","MP:0002006, MP:0005378, MP:0005379, MP:0005387, MP:0005388, MP:0005389, MP:0005397, MP:0010768, MP:0010771",NA,1,1,"one-to-one"
"TBRG4",9238,"Tbrg4","MGI:1100868","",NA,1,1,"one-to-one"
"TBX1",6899,"Tbx1","MGI:98493","MP:0003631, MP:0005369, MP:0005376, MP:0005377, MP:0005378, MP:0005379, MP:0005380, MP:0005381, MP:0005382, MP:0005384, MP:0005385, MP:0005386, MP:0005387, MP:0005388, MP:0005390, MP:0005391, MP:0005394, MP:0005397, MP:0010768, MP:0010771",NA,1,1,"one-to-one"
"TBX10",347853,"Tbx10","MGI:1261436","MP:0001186, MP:0003631, MP:0005377, MP:0005378, MP:0005381, MP:0005382, MP:0005386, MP:0005390, MP:0005391, MP:0010768, MP:0010771",NA,1,1,"one-to-one"
"TBX15",6913,"Tbx15","MGI:1277234","MP:0001186, MP:0005369, MP:0005371, MP:0005377, MP:0005378, MP:0005380, MP:0005382, MP:0005386, MP:0005388, MP:0005389, MP:0005390, MP:0005391, MP:0010768, MP:0010771",NA,1,1,"one-to-one"
"TBX18",9096,"Tbx18","MGI:1923615","MP:0003631, MP:0005367, MP:0005369, MP:0005376, MP:0005378, MP:0005380, MP:0005382, MP:0005384, MP:0005385, MP:0005388, MP:0005390, MP:0010768",NA,1,1,"one-to-one"
"TBX19",9095,"Tbx19","MGI:1891158","MP:0001186, MP:0003631, MP:0005376, MP:0005378, MP:0005379, MP:0010771",NA,1,1,"one-to-one"
"TBX2",6909,"Tbx2","MGI:98494","MP:0005371, MP:0005376, MP:0005378, MP:0005380, MP:0005381, MP:0005382, MP:0005385, MP:0010768",NA,1,1,"one-to-one"
"TBX20",57057,"Tbx20","MGI:1888496","MP:0003631, MP:0005369, MP:0005376, MP:0005377, MP:0005378, MP:0005380, MP:0005382, MP:0005384, MP:0005385, MP:0005387, MP:0005391, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"TBX21",30009,"Tbx21","MGI:1888984","MP:0003631, MP:0005376, MP:0005381, MP:0005384, MP:0005387, MP:0005388, MP:0005397",NA,1,1,"one-to-one"
"TBX22",50945,"Tbx22","MGI:2389465","MP:0005376, MP:0005378, MP:0005381, MP:0005382, MP:0005384, MP:0005386, MP:0005388, MP:0005390, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"TBX3",6926,"Tbx3","MGI:98495","MP:0005369, MP:0005370, MP:0005371, MP:0005376, MP:0005378, MP:0005379, MP:0005380, MP:0005381, MP:0005382, MP:0005385, MP:0005386, MP:0005387, MP:0005389, MP:0005390, MP:0005391, MP:0010768, MP:0010771",NA,1,1,"one-to-one"
"TBX4",9496,"Tbx4","MGI:102556","MP:0005371, MP:0005376, MP:0005378, MP:0005380, MP:0005384, MP:0005385, MP:0005390, MP:0010768",NA,1,1,"one-to-one"
"TBX5",6910,"Tbx5","MGI:102541","MP:0005369, MP:0005371, MP:0005376, MP:0005378, MP:0005380, MP:0005385, MP:0005390, MP:0010768",NA,1,1,"one-to-one"
"TBX6",6911,"Tbx6","MGI:102539","MP:0003631, MP:0005371, MP:0005380, MP:0005384, MP:0005385, MP:0005390, MP:0010768",NA,1,1,"one-to-one"
"TBXA2R",6915,"Tbxa2r","MGI:98496","MP:0005376, MP:0005378, MP:0005385, MP:0005387, MP:0005388, MP:0005397",NA,1,1,"one-to-one"
"TBXAS1",6916,"Tbxas1","MGI:98497","MP:0005376, MP:0005387, MP:0005397",NA,1,1,"one-to-one"
"TBXT",6862,"T","MGI:98472","MP:0003631, MP:0005371, MP:0005376, MP:0005380, MP:0005381, MP:0005385, MP:0005389, MP:0005390, MP:0010768",NA,1,1,"one-to-one"
"TC2N",123036,"Tc2n","MGI:1921663","",NA,1,1,"one-to-one"
"TCAF1",9747,"Tcaf1","MGI:1914665","",NA,1,1,"one-to-one"
"TCAF2",285966,"Tcaf2","MGI:2385258","MP:0005369, MP:0005378, MP:0005379, MP:0005387, MP:0005391, MP:0005397",NA,2,2,"many-to-many"
"TCAF2",285966,"Tcaf3","MGI:3042585","",NA,2,2,"many-to-many"
"TCAF2C",100533814,"Tcaf2","MGI:2385258","MP:0005369, MP:0005378, MP:0005379, MP:0005387, MP:0005391, MP:0005397",NA,2,2,"many-to-many"
"TCAF2C",100533814,"Tcaf3","MGI:3042585","",NA,2,2,"many-to-many"
"TCAIM",285343,"Tcaim","MGI:1196217","MP:0005376, MP:0005387, MP:0005397",NA,1,1,"one-to-one"
"TCAM1P",146771,"Tcam1","MGI:1923120","MP:0005389",NA,1,1,"one-to-one"
"TCAP",8557,"Tcap","MGI:1330233","MP:0005369, MP:0005376, MP:0005378, MP:0005384, MP:0005385, MP:0005386",NA,1,1,"one-to-one"
"TCEA1",6917,"Tcea1","MGI:1196624","MP:0005370, MP:0005371, MP:0005376, MP:0005378, MP:0005380, MP:0005385, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"TCEA2",6919,"Tcea2","MGI:107368","MP:0001186, MP:0005385, MP:0005387, MP:0005397, MP:0010771",NA,1,1,"one-to-one"
"TCEA3",6920,"Tcea3","MGI:1196908","",NA,1,1,"one-to-one"
"TCEAL1",9338,"Tceal1","MGI:2385317","MP:0005367, MP:0005375, MP:0005378, MP:0005391",NA,1,1,"one-to-one"
"TCEAL3",85012,"Tceal3","MGI:1913354","MP:0005367, MP:0005378, MP:0005387, MP:0010771",NA,2,2,"many-to-many"
"TCEAL3",85012,"Tceal6","MGI:1923939","",NA,2,2,"many-to-many"
