Geneid,mouse_gene,ortholog_type,Secretome location,Secretome function,Level,Reliability,Cell type,Mean_TPM,adult_SL_01,adult_SL_02,adult_SL_03
SELENOF,Selenof,one-to-one,Intracellular and membrane,No annotated function,NA,NA,NA,65.60236012757703,81.8047685622296,64.7325020300344,50.2698097904671
SELENOH,Selenoh,one-to-one,NA,NA,High,Uncertain,glandular cells,36.71965916113333,45.247758461016,33.045279097439,31.865939924945
SELENOI,Selenoi,one-to-one,NA,NA,High,Approved,glandular cells,11.338370424787755,14.107023331265,10.7937748697783,9.11431307331996
SELENOK,Selenok,one-to-one,NA,NA,High,Uncertain,glandular cells,23.498358352529532,29.9572930585418,17.0208356699609,23.5169463290859
SELENOKP3,NA,human-specific,NA,NA,NA,NA,NA,0.19024845301573534,0.24052661824589,0.177352820173603,0.152865920627713
SELENOM,Selenom,one-to-one,Intracellular and membrane,No annotated function,Medium,Approved,glandular cells,140.01294333285432,156.915891994118,155.150368166265,107.97256983818
SELENON,Selenon,one-to-one,Intracellular and membrane,Enzyme,High,Approved,glandular cells,19.324864119906678,28.7018395225612,23.1712446220625,6.10150821509633
SELENOO,Selenoo,one-to-one,NA,NA,Not detected,Approved,glandular cells,9.533741816146737,10.3287903356467,11.4931696726387,6.77926544015481
SELENOO-AS1,NA,human-specific,NA,NA,NA,NA,NA,4.2888687927033535,5.25743533257713,5.38160693886245,2.22756410667048
SELENOOLP,NA,human-specific,NA,NA,NA,NA,NA,0.06975614350592634,0.209268430517779,0,0
SELENOP,Selenop,one-to-one,Secreted to blood,No annotated function,High,Approved,glandular cells,24.521781416647162,38.0794148759764,19.610912555975,15.8750168179901
SELENOS,Selenos,one-to-one,NA,NA,Medium,Approved,glandular cells,30.174385075701068,33.923558217026,29.4440634233763,27.1555335867009
SELENOT,Selenot,one-to-one,NA,NA,Medium,Approved,glandular cells,33.222803796344266,39.942429673221,31.7879000631904,27.9380816526214
SELENOV,Selenov,one-to-one,NA,NA,NA,NA,NA,0.04947283285750367,0,0.148418498572511,0
SELENOW,Selenow,one-to-one,NA,NA,NA,NA,NA,109.59009509542561,124.549157103602,113.273468037185,90.9476601454898
SELL,Sell,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,3.079658466185421,7.6789020362382,1.1533815660212,0.406691796296863
SELP,Selp,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,2.2962602301855646,4.32947912842603,2.03955743199644,0.519744130134224
SELPLG,Selplg,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,3.6844292382648436,6.93096892183589,2.3291512447656,1.79316754819304
SEM1,Sem1,one-to-one,NA,NA,High,Uncertain,glandular cells,1.283226731595549,1.74710600401371,1.14829659089553,0.954277599877407
SEMA3A,Sema3a,one-to-one,Secreted in other tissues,Developmental protein,Not detected,Approved,glandular cells,0.703220956501537,1.8278016740567,0.212414519388878,0.0694466760590334
SEMA3B,Sema3b,one-to-one,Secreted in other tissues,Developmental protein,Medium,Uncertain,glandular cells,5.718282624588357,5.78846295752281,7.92137036946443,3.44501454677783
SEMA3B-AS1,NA,human-specific,NA,NA,NA,NA,NA,2.4867947561951964,3.55168151380248,2.61884001623211,1.289862738551
SEMA3C,Sema3c,one-to-one,Secreted in other tissues,Developmental protein,NA,NA,NA,16.502460931453733,18.6092990569578,20.4208332384263,10.4772504989771
SEMA3D,Sema3d,one-to-one,Secreted in other tissues,Developmental protein,NA,NA,NA,0.8491517341676135,1.07951699489036,0.955181018377341,0.512757189235139
SEMA3E,Sema3e,one-to-one,Secreted in other tissues,Developmental protein,NA,NA,NA,5.53838546895805,5.45445405951248,5.56542194145346,5.59528040590821
SEMA3F,Sema3f,one-to-one,Secreted to blood,Developmental protein,Low,Approved,glandular cells,4.372133520944027,6.05646708196096,5.71051243645035,1.34942104442077
SEMA3F-AS1,NA,human-specific,NA,NA,NA,NA,NA,2.9565219402393166,3.14356503806557,3.64899404076604,2.07700674188634
SEMA3G,Sema3g,one-to-one,Secreted to blood,Developmental protein,NA,NA,NA,1.5868031898777748,2.83730384001946,1.415607228905,0.507498500708865
SEMA4A,Sema4a,one-to-one,NA,NA,Not detected,Supported,glandular cells,10.548040398347757,9.56080382937503,14.6599355126816,7.42338185298664
SEMA4B,Sema4b,one-to-one,NA,NA,Medium,Approved,glandular cells,9.438329766622692,11.5133901188031,12.0598843112984,4.74171486976658
SEMA4C,Sema4c,one-to-one,NA,NA,Not detected,Approved,glandular cells,6.479720316236693,7.42784740820473,8.22054677612737,3.79076676437798
SEMA4D,Sema4d,one-to-one,NA,NA,High,Approved,glandular cells,3.3923749483932597,4.7886603182658,3.92532711022732,1.46313741668666
SEMA4F,Sema4f,one-to-one,NA,NA,Not detected,Approved,glandular cells,0.9361674096349571,1.06320023462605,1.0641610782023,0.681140916076521
SEMA4G,Sema4g,one-to-one,Intracellular and membrane,Developmental protein,Not detected,Uncertain,glandular cells,2.22121614072071,2.41517351563316,2.85201137727075,1.39646352925822
SEMA5A,Sema5a,one-to-one,NA,NA,Not detected,Approved,glandular cells,3.20198398669276,5.08024534400439,3.00928255707556,1.51642405899833
SEMA5A-AS1,NA,human-specific,NA,NA,NA,NA,NA,1.0409019666493224,1.53212160937451,0.941427641332484,0.649156649240973
SEMA5B,Sema5b,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,0.23882431850117367,0.518409535616408,0.144635281942231,0.053428137944882
SEMA6A,Sema6a,one-to-one,NA,NA,High,Approved,glandular cells,3.19685398027417,3.10406114721494,4.54594339440527,1.9405573992023
SEMA6A-AS1,NA,human-specific,NA,NA,NA,NA,NA,4.32085916178199,3.63563321157296,6.73454692902237,2.59239734475064
SEMA6A-AS2,NA,human-specific,NA,NA,NA,NA,NA,0.3772095992209528,0.474147431842016,0.564760479893527,0.0927208859273154
SEMA6B,Sema6b,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,2.047210542204781,4.92905182491831,1.01502573389362,0.197554067802412
SEMA6C,Sema6c,one-to-one,NA,NA,NA,NA,NA,1.1660602010775265,1.47960979484289,1.39903868508241,0.61953212330728
SEMA6D,Sema6d,one-to-one,Intracellular and membrane,Developmental protein,NA,NA,NA,1.2938502523710869,1.59722896116535,1.53185986099928,0.752461934948631
SEMA7A,Sema7a,one-to-one,NA,NA,Low,Uncertain,glandular cells,0,0,0,0
SEMA7A_1,NA,human-specific,NA,NA,NA,NA,NA,0.1723572651349947,0.517071795404984,0,0
SEMG1,Semg1 | Svs3a | Svs3b,many-to-many,Secreted in male reproductive system,No annotated function,Not detected,Enhanced,glandular cells,0,0,0,0
SEMG2,Semg1 | Svs3a | Svs3b,many-to-many,Secreted in male reproductive system,No annotated function,Not detected,Enhanced,glandular cells,0,0,0,0
SENCR,NA,human-specific,NA,NA,NA,NA,NA,0.6914178630203175,1.18910578527263,0.633237014710759,0.251910789077564
SENP1,Senp1,one-to-one,NA,NA,NA,NA,NA,4.3431693536891265,6.57226238813158,3.51788918153209,2.93935649140371
SENP2,Senp2,one-to-one,NA,NA,Medium,Approved,glandular cells,12.912651620381348,16.2577468742574,13.5694715422908,8.91073644459585
SENP3,Senp3,one-to-one,NA,NA,Low,Supported,glandular cells,1.400631958457983,1.97082844755549,1.5517162698438,0.679351157974659
SENP3-EIF4A1,NA,human-specific,NA,NA,NA,NA,NA,0.0776851437126699,0.119564591314887,0.088161209005656,0.0253296308174667
SENP5,Senp5,one-to-one,NA,NA,NA,NA,NA,12.085576042767386,15.566159651069,12.4929715493341,8.19759692789906
SENP6,Senp6,one-to-one,NA,NA,Not detected,Approved,glandular cells,20.007703279493068,25.7547408066026,21.2581857210413,13.0101833108353
SENP7,Senp7,one-to-one,NA,NA,High,Approved,glandular cells,9.372294213201153,11.209044130925,10.1337172930085,6.77412121566996
SENP8,Senp8,one-to-one,NA,NA,High,Approved,glandular cells,1.4406244183926067,1.60211048440876,1.50233038299169,1.21743238777737
SEPHS1,Sephs1,one-to-one,NA,NA,High,Enhanced,glandular cells,11.85623754931926,15.1913557777841,11.1690049847424,9.20835188543128
SEPHS2,Sephs2,one-to-one,NA,NA,Low,Approved,glandular cells,6.641811875473187,7.18385695547062,8.73446832508279,4.00711034586615
SEPSECS,Sepsecs,one-to-one,NA,NA,NA,NA,NA,4.39836020649914,5.78800678040113,4.34889759309294,3.05817624600335
SEPSECS-AS1,NA,human-specific,NA,NA,NA,NA,NA,0.22451623093996895,0.0764921850175378,0.451213419389043,0.145843088413326
SEPT5-GP1BB,NA,human-specific,NA,NA,NA,NA,NA,0.4533420051835197,0.771013713336698,0.37900574844207,0.210006553771791
SEPTIN1,Septin1,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,3.7918837506070204,4.63203222507488,4.67589854988251,2.06772047686367
SEPTIN10,Septin10,one-to-one,NA,NA,Medium,Enhanced,glandular cells,9.960509576569416,12.5571326246492,9.12777967537187,8.19661642968718
SEPTIN11,Septin11,one-to-one,NA,NA,Not detected,Approved,glandular cells,4.950653701002966,9.41642958748399,3.85295297567517,1.58257853984974
SEPTIN12,Septin12,one-to-one,NA,NA,NA,NA,NA,0.056768405614884575,0.0688184104371267,0.101486806407527,0
SEPTIN14,Septin14,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,0,0,0,0
SEPTIN14P20,NA,human-specific,NA,NA,NA,NA,NA,0.5189839498913533,0.118599916189018,1.13684874840189,0.301503185083152
SEPTIN14P23,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
SEPTIN14P6,NA,human-specific,NA,NA,NA,NA,NA,0.565559878295098,1.1639964625067,0.286091766479139,0.246591405899455
SEPTIN2,Septin2,one-to-one,NA,NA,Medium,Supported,glandular cells,81.77518718636198,106.962181328333,91.5354163143987,46.8279639163542
SEPTIN3,Septin3,one-to-one,NA,NA,Not detected,Supported,glandular cells,0.0705027849031251,0.116259363459165,0.0952489912502103,0
SEPTIN4,Septin4,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,0.9475018788414267,1.46317472225126,0.980795485303551,0.398535428969469
SEPTIN4-AS1,NA,human-specific,NA,NA,NA,NA,NA,0.15209190382496132,0.262627073214885,0.193648638259999,0
SEPTIN5,Septin5,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,0,0,0,0
SEPTIN6,Septin6,one-to-one,NA,NA,Not detected,Supported,glandular cells,0.9961353178181923,1.04607934688139,1.46325622004911,0.479070386524077
SEPTIN6_1,NA,human-specific,NA,NA,NA,NA,NA,0.015550951335396834,0,0.0466528540061905,0
SEPTIN7,Septin7,one-to-one,NA,NA,Low,Enhanced,glandular cells,17.9005505550298,28.8155310774189,14.5362922887343,10.3498282989362
SEPTIN7-DT,NA,human-specific,NA,NA,NA,NA,NA,1.1759612907248933,2.02134869564335,0.627556132921981,0.878979043609349
SEPTIN7P11,NA,human-specific,NA,NA,NA,NA,NA,0.06968811172034117,0.0844805314331625,0.124583803727861,0
SEPTIN7P13,NA,human-specific,NA,NA,NA,NA,NA,3.785119759616063,4.74121187391795,4.10653553766676,2.50761186726348
SEPTIN7P14,NA,human-specific,NA,NA,NA,NA,NA,11.555755136414467,10.8821081496372,13.3330228689004,10.4521343907058
SEPTIN7P2,NA,human-specific,NA,NA,NA,NA,NA,6.733883827925606,9.35290496859053,6.58548204350035,4.26326447168594
SEPTIN7P9,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
SEPTIN7P9_1,NA,human-specific,NA,NA,NA,NA,NA,0.072087212614258,0.216261637842774,0,0
SEPTIN8,Septin8,one-to-one,NA,NA,Low,Enhanced,glandular cells,9.05683035590741,12.3661838591441,9.86337817754176,4.94092903103637
SEPTIN9,Septin9,one-to-one,NA,NA,Medium,Approved,glandular cells,23.88963281932868,36.2412932536014,27.4860983949076,7.94150680947703
SEPTIN9-DT,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
SEPTIN9-DT_1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
SEPTIN9_1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
SERAC1,Serac1,one-to-one,NA,NA,Medium,Enhanced,glandular cells,5.979077033729283,6.28141334844018,7.09003616854272,4.56578158420495
SERBP1,Serbp1,one-to-one,NA,NA,High,Supported,glandular cells,32.6358159383205,45.3726144129029,29.6860828839708,22.8487505180878
SERF1A,Serf1,one-to-many (mouse-to-human),NA,NA,NA,NA,NA,0.047616164878794,0,0,0.142848494636382
SERF1A_1,NA,human-specific,NA,NA,NA,NA,NA,0.01916819172105187,0,0.0575045751631556,0
SERF1A_2,NA,human-specific,NA,NA,NA,NA,NA,0.10931361607826223,0.149843144438025,0.0828653740391738,0.0952323297575879
SERF1A_3,NA,human-specific,NA,NA,NA,NA,NA,0.0216941924852992,0.0374607861095063,0.0276217913463913,0
SERF1B,Serf1,one-to-many (mouse-to-human),NA,NA,NA,NA,NA,0.015872054959597967,0,0,0.0476161648787939
SERF1B_1,NA,human-specific,NA,NA,NA,NA,NA,0.05005317614806593,0.0749215722190126,0.0276217913463913,0.0476161648787939
SERF1B_2,NA,human-specific,NA,NA,NA,NA,NA,0.11513575360396329,0.187303930547531,0.110487165385565,0.0476161648787939
SERF2,Serf2,one-to-one,NA,NA,NA,NA,NA,44.45304219953263,53.1947302068372,44.2633865095549,35.9010098822058
SERF2-C15ORF63,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
SERGEF,Sergef,one-to-one,NA,NA,Medium,Supported,glandular cells,8.171108442386279,9.60196040208431,8.80886979418254,6.10249513089199
SERHL,Serhl,one-to-many (mouse-to-human),NA,NA,NA,NA,NA,0.24687057950313032,0,0.419334210410469,0.321277528098922
SERHL2,Serhl,one-to-many (mouse-to-human),NA,NA,NA,NA,NA,11.936884175164359,11.4887725962907,15.3670230060461,8.95485692315628
SERINC1,Serinc1,one-to-one,NA,NA,Low,Uncertain,glandular cells,92.06724110931314,108.38514260749,88.6786518264487,79.1379288940007
SERINC2,Serinc2,one-to-one,NA,NA,Medium,Enhanced,glandular cells,23.150659598562566,21.9171116674077,32.4182615940005,15.1166055342795
SERINC3,Serinc3,one-to-one,NA,NA,Not detected,Uncertain,glandular cells,48.046094615618664,58.8936139985217,44.2067658974854,41.0379039508489
SERINC4,Serinc4,one-to-one,NA,NA,NA,NA,NA,4.8621870168770505,6.03766854235058,5.44645861053731,3.10243389774326
SERINC5,Serinc5,one-to-one,NA,NA,Medium,Supported,glandular cells,18.19715043813863,22.0006326529699,18.6918643588992,13.8989543025468
SERP1,Serp1,one-to-one,NA,NA,Low,Approved,glandular cells,163.37623282231934,168.686403296063,165.472088557066,155.970206613829
SERP2,Serp2,one-to-one,NA,NA,Low,Uncertain,glandular cells,0.8068160331859303,0.902144551088288,1.07080690425063,0.447496644218873
SERPINA1,Serpina1a | Serpina1b | Serpina1c | Serpina1d | Serpina1e,one-to-many (human-to-mouse),Secreted to blood,Blood coagulation,Not detected,Enhanced,glandular cells,1.9574740936987733,1.4877740519123,1.86318149323387,2.52146673595015
SERPINA10,Serpina10,one-to-one,Secreted to blood,Blood coagulation,NA,NA,NA,0.0075947483954221665,0,0.0227842451862665,0
SERPINA10_1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
SERPINA11,Serpina11,one-to-one,Secreted to blood,Enzyme inhibitor,NA,NA,NA,3.3309922930605835,1.8465192873143501,3.48893337290373,4.65752421896367
SERPINA12,Serpina12,one-to-one,Secreted in other tissues,Enzyme inhibitor,NA,NA,NA,0.011914372572552434,0.0357431177176573,0,0
SERPINA13P,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
SERPINA1_1,NA,human-specific,NA,NA,NA,NA,NA,0.20600549109754618,0.0944618445658606,0.313432400730932,0.210122227995846
SERPINA2,Serpina1f,one-to-one,NA,NA,NA,NA,NA,0,0,0,0
SERPINA2_1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
SERPINA3,Serpina3a | Serpina3b | Serpina3c | Serpina3f | Serpina3g | Serpina3i | Serpina3j | Serpina3k | Serpina3m | Serpina3n,one-to-many (human-to-mouse),Secreted to blood,Acute phase,Low,Enhanced,glandular cells,182.41709968904274,451.8611745092,89.3509123427337,6.03921221519458
SERPINA4,NA,human-specific,Secreted to blood,Enzyme inhibitor,Not detected,Approved,glandular cells,0.0183490574760201,0,0,0.0550471724280603
SERPINA5,Serpina5,one-to-one,Secreted to blood,Transport,Medium,Enhanced,glandular cells,0.6993657948102237,1.05396694615034,0.804899969870412,0.239230468409919
SERPINA6,Serpina6,one-to-one,Secreted to blood,Transport,Not detected,Approved,glandular cells,0,0,0,0
SERPINA6_1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
SERPINA7,Serpina7,one-to-one,Secreted to blood,Transport,Not detected,Approved,glandular cells,0,0,0,0
SERPINA9,Serpina9,one-to-one,Secreted to blood,Enzyme inhibitor,NA,NA,NA,0.011704617848749934,0,0,0.0351138535462498
SERPINB1,Serpinb1a | Serpinb1b | Serpinb1c,one-to-many (human-to-mouse),Secreted to blood,Enzyme inhibitor,Not detected,Enhanced,glandular cells,24.292993203660732,28.0930589295952,30.9413734997417,13.8445471816453
SERPINB10,Serpinb10,one-to-one,NA,NA,Not detected,Supported,glandular cells,0,0,0,0
SERPINB11,Serpinb11,one-to-one,NA,NA,NA,NA,NA,0,0,0,0
SERPINB12,Serpinb12,one-to-one,NA,NA,NA,NA,NA,0,0,0,0
SERPINB13,Serpinb13,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,0.0254444330577626,0.0763332991732878,0,0
SERPINB2,Serpinb2,one-to-one,Intracellular and membrane,Enzyme inhibitor,Not detected,Enhanced,glandular cells,0.6414732043396422,0.783239875419848,1.0546083306034,0.0865714069956786
SERPINB3,Serpinb3a | Serpinb3b | Serpinb3c | Serpinb3d,many-to-many,NA,NA,Not detected,Enhanced,glandular cells,0.5190743842109867,1.55722315263296,0,0
SERPINB4,Serpinb3a | Serpinb3b | Serpinb3c | Serpinb3d,many-to-many,NA,NA,Not detected,Enhanced,glandular cells,0.165600114725106,0.496800344175318,0,0
SERPINB5,Serpinb5,one-to-one,Intracellular and membrane,No annotated function,Low,Enhanced,glandular cells,8.88922544224088,7.89322998586333,11.2194508643649,7.55499547649441
SERPINB6,Serpinb6a | Serpinb6b | Serpinb6c | Serpinb6d | Serpinb6e,one-to-many (human-to-mouse),NA,NA,Medium,Enhanced,glandular cells,12.359670533987137,15.4079166997467,13.7689271441662,7.90216775804851
SERPINB7,Serpinb7,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,0,0,0,0
SERPINB8,Serpinb8,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,1.2260239151922752,2.12372682268104,1.23133314903765,0.323011773858135
SERPINB9,Serpinb9 | Serpinb9b | Serpinb9c | Serpinb9d | Serpinb9e | Serpinb9f | Serpinb9g | Serpinb9h,one-to-many (human-to-mouse),NA,NA,Not detected,Uncertain,glandular cells,3.71268172094236,5.84420446114234,4.05575223590586,1.23808846577888
SERPINB9-AS1,NA,human-specific,NA,NA,NA,NA,NA,1.3598340190882066,2.50647238259775,1.06998320663198,0.503046468034889
SERPINB9P1,NA,human-specific,NA,NA,NA,NA,NA,0.743351317923583,0.547908877985047,1.46450649470032,0.217638581085382
SERPINC1,Serpinc1,one-to-one,Secreted to blood,Blood coagulation,Not detected,Supported,glandular cells,0.09928543079470974,0.176617382913821,0.0651146039051386,0.0561243055651696
SERPIND1,Serpind1,one-to-one,Secreted to blood,Blood coagulation,Not detected,Supported,glandular cells,2.129564421317087,3.15277661905468,1.57850450365589,1.65741214124069
SERPINE1,Serpine1,one-to-one,Secreted to blood,Enzyme inhibitor,Not detected,Uncertain,glandular cells,33.19373451239351,89.6696734314843,9.06988221837918,0.84164788731706
SERPINE2,Serpine2,one-to-one,Secreted in female reproductive system,Developmental protein,NA,NA,NA,5.251089399698384,9.22229691537532,3.94776709867634,2.58320418504349
SERPINE3,Serpine3,one-to-one,Secreted in other tissues,Enzyme inhibitor,NA,NA,NA,0.36102625295727875,0.497865391809102,0.536533866657393,0.0486795004053414
SERPINF1,Serpinf1,one-to-one,Secreted to blood,No annotated function,NA,NA,NA,30.512339405022946,67.8135716860382,16.5673141133828,7.15613241564783
SERPINF1_1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
SERPINF2,Serpinf2,one-to-one,Secreted to blood,Acute phase,Not detected,Approved,glandular cells,0,0,0,0
SERPINF2_1,NA,human-specific,NA,NA,NA,NA,NA,0.07950648067191467,0.238519442015744,0,0
SERPING1,Serping1,one-to-one,Secreted to blood,Blood coagulation,Not detected,Supported,glandular cells,18.384554990040304,31.6275120180999,16.9912166791909,6.53493627283011
SERPINH1,Serpinh1,one-to-one,Intracellular and membrane,Other,Not detected,Supported,glandular cells,48.37733122740883,120.90272757463,15.7072312101108,8.52203489748569
SERPINI1,Serpini1,one-to-one,Secreted in brain,Enzyme inhibitor,Not detected,Enhanced,glandular cells,2.5143755948090467,2.64598149836555,2.64545106242216,2.25169422363943
SERPINI2,Serpini2,one-to-one,Secreted to digestive system,Enzyme inhibitor,NA,NA,NA,0.17471139124547164,0.390205867597997,0.0719297842911145,0.0619985218473034
SERTAD1,Sertad1,one-to-one,NA,NA,NA,NA,NA,5.0458673102299905,8.96977312390396,3.76202436112971,2.4058044456563
SERTAD2,Sertad2,one-to-one,NA,NA,Medium,Enhanced,glandular cells,7.567330742533076,10.7088094084392,8.47726664472263,3.5159161744374
SERTAD3,Sertad3,one-to-one,NA,NA,NA,NA,NA,7.899453991125735,8.57477394046599,8.34048805169608,6.78309998121513
SERTAD3-AS1,NA,human-specific,NA,NA,NA,NA,NA,0.2043539366207813,0.352871355574732,0.260190454287612,0
SERTAD4,Sertad4,one-to-one,NA,NA,Low,Uncertain,glandular cells,0.19134722356296033,0.188284148738503,0.266094135226617,0.119663386723761
SERTAD4-AS1,NA,human-specific,NA,NA,NA,NA,NA,0.18882639717577798,0.1512305809606,0.223020389389381,0.192228221177353
SERTAD4-AS1_1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
SERTAD4BP,Sertad4b,one-to-one,NA,NA,NA,NA,NA,0.0889932431265138,0.1033728021756,0.114333237598354,0.0492736896055874
SERTAD4_1,NA,human-specific,NA,NA,NA,NA,NA,0.0033239829645489265,0,0,0.00997194889364678
SERTM1,Sertm1,one-to-one,NA,NA,NA,NA,NA,0.04689400942564667,0,0,0.14068202827694
